scen/room-32-32-4-even-1.scen,507,3.337860107421875e-06
scen/room-32-32-4-even-1.scen,537,0.03093123435974121
scen/room-32-32-4-even-1.scen,528,0.026170015335083008
scen/room-32-32-4-even-1.scen,561,0.05873584747314453
scen/room-32-32-4-even-1.scen,539,2.1268887519836426
scen/room-32-32-4-even-1.scen,553,0.047747135162353516
scen/room-32-32-4-even-1.scen,582,0.8473091125488281
scen/room-32-32-4-even-1.scen,532,0.026184797286987305
scen/room-32-32-4-even-1.scen,506,4.0531158447265625e-06
scen/room-32-32-4-even-1.scen,532,0.08614993095397949
